year,region,disease,dalys_millions,global_dalys_millions
2010,Africa,Diarrheal diseases,21.46,90.0
2010,Latin America,Diarrheal diseases,6.52,90.0
2010,Oceania,Diarrheal diseases,0.96,90.0
2011,North America,Diarrheal diseases,4.09,87.0
2011,Western Europe,Diarrheal diseases,4.93,87.0
2011,Eastern Europe,Diarrheal diseases,3.44,87.0
2011,China,Diarrheal diseases,15.69,87.0
2011,India,Diarrheal diseases,17.26,87.0
2011,Southeast Asia,Diarrheal diseases,8.15,87.0
2011,Middle East,Diarrheal diseases,6.38,87.0
2011,Africa,Diarrheal diseases,20.86,87.0
2011,Latin America,Diarrheal diseases,6.41,87.0
2011,Oceania,Diarrheal diseases,0.91,87.0
2012,North America,Diarrheal diseases,4.24,84.0
2012,Western Europe,Diarrheal diseases,4.87,84.0
2012,Eastern Europe,Diarrheal diseases,3.37,84.0
2012,China,Diarrheal diseases,16.45,84.0
2012,India,Diarrheal diseases,16.57,84.0
2012,Southeast Asia,Diarrheal diseases,8.25,84.0
2012,Middle East,Diarrheal diseases,6.15,84.0
2012,Africa,Diarrheal diseases,19.37,84.0
2012,Latin America,Diarrheal diseases,5.68,84.0
2012,Oceania,Diarrheal diseases,0.83,84.0
2013,North America,Diarrheal diseases,3.97,81.0
2013,Western Europe,Diarrheal diseases,4.87,81.0
2013,Eastern Europe,Diarrheal diseases,3.39,81.0
2013,China,Diarrheal diseases,14.12,81.0
2013,India,Diarrheal diseases,16.92,81.0
2013,Southeast Asia,Diarrheal diseases,8.13,81.0
2013,Middle East,Diarrheal diseases,6.22,81.0
2013,Africa,Diarrheal diseases,18.05,81.0
2013,Latin America,Diarrheal diseases,5.65,81.0
2013,Oceania,Diarrheal diseases,0.83,81.0
2014,North America,Diarrheal diseases,3.85,78.0
2014,Western Europe,Diarrheal diseases,4.36,78.0
2014,Eastern Europe,Diarrheal diseases,3.09,78.0
2014,China,Diarrheal diseases,13.9,78.0
2014,India,Diarrheal diseases,14.64,78.0
2014,Southeast Asia,Diarrheal diseases,7.78,78.0
2014,Middle East,Diarrheal diseases,5.03,78.0
2014,Africa,Diarrheal diseases,16.92,78.0
2014,Latin America,Diarrheal diseases,5.51,78.0
2014,Oceania,Diarrheal diseases,0.78,78.0
2015,North America,Diarrheal diseases,3.69,75.0
2015,Western Europe,Diarrheal diseases,4.48,75.0
2015,Eastern Europe,Diarrheal diseases,2.91,75.0
2015,China,Diarrheal diseases,13.51,75.0
2015,India,Diarrheal diseases,15.03,75.0
2015,Southeast Asia,Diarrheal diseases,7.23,75.0
2015,Middle East,Diarrheal diseases,5.31,75.0
2015,Africa,Diarrheal diseases,16.67,75.0
2015,Latin America,Diarrheal diseases,5.22,75.0
2015,Oceania,Diarrheal diseases,0.83,75.0
2016,North America,Diarrheal diseases,3.54,71.2
2016,Western Europe,Diarrheal diseases,4.23,71.2
2016,Eastern Europe,Diarrheal diseases,2.8,71.2
2016,China,Diarrheal diseases,12.34,71.2
2016,India,Diarrheal diseases,14.65,71.2
2016,Southeast Asia,Diarrheal diseases,6.93,71.2
2016,Middle East,Diarrheal diseases,4.88,71.2
2016,Africa,Diarrheal diseases,15.34,71.2
2016,Latin America,Diarrheal diseases,4.79,71.2
2016,Oceania,Diarrheal diseases,0.66,71.2
2017,North America,Diarrheal diseases,3.31,67.5
2017,Western Europe,Diarrheal diseases,4.19,67.5
2017,Eastern Europe,Diarrheal diseases,2.72,67.5
2017,China,Diarrheal diseases,12.93,67.5
2017,India,Diarrheal diseases,13.91,67.5
2017,Southeast Asia,Diarrheal diseases,6.89,67.5
2017,Middle East,Diarrheal diseases,5.09,67.5
2017,Africa,Diarrheal diseases,14.79,67.5
2017,Latin America,Diarrheal diseases,4.74,67.5
2017,Oceania,Diarrheal diseases,0.67,67.5
2018,North America,Diarrheal diseases,3.39,63.8
2018,Western Europe,Diarrheal diseases,3.83,63.8
2018,Eastern Europe,Diarrheal diseases,2.48,63.8
2018,China,Diarrheal diseases,11.75,63.8
2018,India,Diarrheal diseases,12.34,63.8
2018,Southeast Asia,Diarrheal diseases,6.51,63.8
2018,Middle East,Diarrheal diseases,4.54,63.8
2018,Africa,Diarrheal diseases,13.92,63.8
2018,Latin America,Diarrheal diseases,4.56,63.8
2018,Oceania,Diarrheal diseases,0.6,63.8
2019,North America,Diarrheal diseases,3.02,60.0
2019,Western Europe,Diarrheal diseases,3.53,60.0
2019,Eastern Europe,Diarrheal diseases,2.69,60.0
2019,China,Diarrheal diseases,10.87,60.0
2019,India,Diarrheal diseases,11.72,60.0
2019,Southeast Asia,Diarrheal diseases,5.68,60.0
2019,Middle East,Diarrheal diseases,4.43,60.0
2019,Africa,Diarrheal diseases,13.02,60.0
2019,Latin America,Diarrheal diseases,4.07,60.0
2019,Oceania,Diarrheal diseases,0.61,60.0
2020,North America,Diarrheal diseases,2.98,58.0
2020,Western Europe,Diarrheal diseases,3.57,58.0
2020,Eastern Europe,Diarrheal diseases,2.32,58.0
2020,China,Diarrheal diseases,10.51,58.0
2020,India,Diarrheal diseases,11.71,58.0
2020,Southeast Asia,Diarrheal diseases,5.88,58.0
2020,Middle East,Diarrheal diseases,4.13,58.0
2020,Africa,Diarrheal diseases,13.33,58.0
2020,Latin America,Diarrheal diseases,4.07,58.0
2020,Oceania,Diarrheal diseases,0.56,58.0
2021,North America,Diarrheal diseases,2.78,56.0
2021,Western Europe,Diarrheal diseases,3.46,56.0
2021,Eastern Europe,Diarrheal diseases,2.09,56.0
2021,China,Diarrheal diseases,9.39,56.0
2021,India,Diarrheal diseases,11.62,56.0
2021,Southeast Asia,Diarrheal diseases,5.95,56.0
2021,Middle East,Diarrheal diseases,3.73,56.0
2021,Africa,Diarrheal diseases,12.37,56.0
2021,Latin America,Diarrheal diseases,3.86,56.0
2021,Oceania,Diarrheal diseases,0.55,56.0
2022,North America,Diarrheal diseases,2.73,54.0
2022,Western Europe,Diarrheal diseases,3.08,54.0
2022,Eastern Europe,Diarrheal diseases,2.07,54.0
2022,China,Diarrheal diseases,9.6,54.0
2022,India,Diarrheal diseases,10.74,54.0
2022,Southeast Asia,Diarrheal diseases,5.16,54.0
2022,Middle East,Diarrheal diseases,3.9,54.0
2022,Africa,Diarrheal diseases,11.68,54.0
2022,Latin America,Diarrheal diseases,3.72,54.0
2022,Oceania,Diarrheal diseases,0.55,54.0
2023,North America,Diarrheal diseases,2.59,52.0
2023,Western Europe,Diarrheal diseases,3.23,52.0
2023,Eastern Europe,Diarrheal diseases,2.0,52.0
2023,China,Diarrheal diseases,8.85,52.0
2023,India,Diarrheal diseases,10.27,52.0
2023,Southeast Asia,Diarrheal diseases,5.21,52.0
2023,Middle East,Diarrheal diseases,3.46,52.0
2023,Africa,Diarrheal diseases,10.82,52.0
2023,Latin America,Diarrheal diseases,3.67,52.0
2023,Oceania,Diarrheal diseases,0.5,52.0
2024,North America,Diarrheal diseases,2.36,50.0
2024,Western Europe,Diarrheal diseases,3.12,50.0
2024,Eastern Europe,Diarrheal diseases,1.95,50.0
2024,China,Diarrheal diseases,9.42,50.0
2024,India,Diarrheal diseases,10.01,50.0
2024,Southeast Asia,Diarrheal diseases,5.06,50.0
2024,Middle East,Diarrheal diseases,3.47,50.0
2024,Africa,Diarrheal diseases,9.89,50.0
2024,Latin America,Diarrheal diseases,3.34,50.0
2024,Oceania,Diarrheal diseases,0.5,50.0
2025,North America,Diarrheal diseases,2.46,48.5
2025,Western Europe,Diarrheal diseases,2.71,48.5
2025,Eastern Europe,Diarrheal diseases,1.94,48.5
2025,China,Diarrheal diseases,8.35,48.5
2025,India,Diarrheal diseases,9.79,48.5
2025,Southeast Asia,Diarrheal diseases,4.85,48.5
2025,Middle East,Diarrheal diseases,3.5,48.5
2025,Africa,Diarrheal diseases,11.14,48.5
2025,Latin America,Diarrheal diseases,3.46,48.5
2025,Oceania,Diarrheal diseases,0.5,48.5
2026,North America,Diarrheal diseases,2.32,47.0
2026,Western Europe,Diarrheal diseases,3.16,47.0
2026,Eastern Europe,Diarrheal diseases,1.79,47.0
2026,China,Diarrheal diseases,8.28,47.0
2026,India,Diarrheal diseases,9.75,47.0
2026,Southeast Asia,Diarrheal diseases,4.84,47.0
2026,Middle East,Diarrheal diseases,3.35,47.0
2026,Africa,Diarrheal diseases,10.62,47.0
2026,Latin America,Diarrheal diseases,3.03,47.0
2026,Oceania,Diarrheal diseases,0.5,47.0
2010,North America,Neonatal disorders,9.92,200.0
2010,Western Europe,Neonatal disorders,12.61,200.0
2010,Eastern Europe,Neonatal disorders,7.38,200.0
2010,China,Neonatal disorders,36.37,200.0
2010,India,Neonatal disorders,39.11,200.0
2010,Southeast Asia,Neonatal disorders,20.46,200.0
2010,Middle East,Neonatal disorders,14.18,200.0
2010,Africa,Neonatal disorders,44.65,200.0
2010,Latin America,Neonatal disorders,13.42,200.0
2010,Oceania,Neonatal disorders,2.0,200.0
2011,North America,Neonatal disorders,9.68,195.0
2011,Western Europe,Neonatal disorders,11.93,195.0
2011,Eastern Europe,Neonatal disorders,8.11,195.0
2011,China,Neonatal disorders,35.31,195.0
2011,India,Neonatal disorders,37.06,195.0
2011,Southeast Asia,Neonatal disorders,19.58,195.0
2011,Middle East,Neonatal disorders,15.15,195.0
2011,Africa,Neonatal disorders,45.82,195.0
2011,Latin America,Neonatal disorders,12.12,195.0
2011,Oceania,Neonatal disorders,1.95,195.0
2012,North America,Neonatal disorders,9.86,190.0
2012,Western Europe,Neonatal disorders,11.32,190.0
2012,Eastern Europe,Neonatal disorders,7.46,190.0
2012,China,Neonatal disorders,33.84,190.0
2012,India,Neonatal disorders,38.85,190.0
2012,Southeast Asia,Neonatal disorders,18.15,190.0
2012,Middle East,Neonatal disorders,13.95,190.0
2012,Africa,Neonatal disorders,41.71,190.0
2012,Latin America,Neonatal disorders,12.81,190.0
2012,Oceania,Neonatal disorders,1.99,190.0
2013,North America,Neonatal disorders,8.7,185.0
2013,Western Europe,Neonatal disorders,10.86,185.0
2013,Eastern Europe,Neonatal disorders,7.23,185.0
2013,China,Neonatal disorders,36.28,185.0
2013,India,Neonatal disorders,36.0,185.0
2013,Southeast Asia,Neonatal disorders,16.97,185.0
2013,Middle East,Neonatal disorders,12.65,185.0
2013,Africa,Neonatal disorders,41.45,185.0
2013,Latin America,Neonatal disorders,13.36,185.0
2013,Oceania,Neonatal disorders,2.03,185.0
2014,North America,Neonatal disorders,9.52,180.0
2014,Western Europe,Neonatal disorders,10.88,180.0
2014,Eastern Europe,Neonatal disorders,6.95,180.0
2014,China,Neonatal disorders,34.57,180.0
2014,India,Neonatal disorders,35.47,180.0
2014,Southeast Asia,Neonatal disorders,17.53,180.0
2014,Middle East,Neonatal disorders,12.39,180.0
2014,Africa,Neonatal disorders,37.67,180.0
2014,Latin America,Neonatal disorders,12.37,180.0
2014,Oceania,Neonatal disorders,1.78,180.0
2015,North America,Neonatal disorders,9.01,175.0
2015,Western Europe,Neonatal disorders,10.34,175.0
2015,Eastern Europe,Neonatal disorders,6.65,175.0
2015,China,Neonatal disorders,29.54,175.0
2015,India,Neonatal disorders,35.29,175.0
2015,Southeast Asia,Neonatal disorders,17.55,175.0
2015,Middle East,Neonatal disorders,11.98,175.0
2015,Africa,Neonatal disorders,37.79,175.0
2015,Latin America,Neonatal disorders,12.44,175.0
2015,Oceania,Neonatal disorders,1.85,175.0
2016,North America,Neonatal disorders,8.2,169.2
2016,Western Europe,Neonatal disorders,10.19,169.2
2016,Eastern Europe,Neonatal disorders,7.03,169.2
2016,China,Neonatal disorders,29.53,169.2
2016,India,Neonatal disorders,33.83,169.2
2016,Southeast Asia,Neonatal disorders,16.9,169.2
2016,Middle East,Neonatal disorders,11.24,169.2
2016,Africa,Neonatal disorders,37.49,169.2
2016,Latin America,Neonatal disorders,11.86,169.2
2016,Oceania,Neonatal disorders,1.73,169.2
2017,North America,Neonatal disorders,7.8,163.5
2017,Western Europe,Neonatal disorders,9.81,163.5
2017,Eastern Europe,Neonatal disorders,6.91,163.5
2017,China,Neonatal disorders,31.98,163.5
2017,India,Neonatal disorders,34.42,163.5
2017,Southeast Asia,Neonatal disorders,15.6,163.5
2017,Middle East,Neonatal disorders,11.65,163.5
2017,Africa,Neonatal disorders,35.28,163.5
2017,Latin America,Neonatal disorders,11.58,163.5
2017,Oceania,Neonatal disorders,1.59,163.5
2018,North America,Neonatal disorders,7.37,157.8
2018,Western Europe,Neonatal disorders,9.34,157.8
2018,Eastern Europe,Neonatal disorders,6.5,157.8
2018,China,Neonatal disorders,28.72,157.8
2018,India,Neonatal disorders,32.06,157.8
2018,Southeast Asia,Neonatal disorders,15.91,157.8
2018,Middle East,Neonatal disorders,11.22,157.8
2018,Africa,Neonatal disorders,35.45,157.8
2018,Latin America,Neonatal disorders,10.92,157.8
2018,Oceania,Neonatal disorders,1.58,157.8
2019,North America,Neonatal disorders,8.15,152.0
2019,Western Europe,Neonatal disorders,9.17,152.0
2019,Eastern Europe,Neonatal disorders,6.09,152.0
2019,China,Neonatal disorders,27.47,152.0
2019,India,Neonatal disorders,30.14,152.0
2019,Southeast Asia,Neonatal disorders,14.94,152.0
2019,Middle East,Neonatal disorders,10.73,152.0
2019,Africa,Neonatal disorders,32.77,152.0
2019,Latin America,Neonatal disorders,10.58,152.0
2019,Oceania,Neonatal disorders,1.47,152.0
2020,North America,Neonatal disorders,7.46,148.5
2020,Western Europe,Neonatal disorders,9.12,148.5
2020,Eastern Europe,Neonatal disorders,5.89,148.5
2020,China,Neonatal disorders,24.67,148.5
2020,India,Neonatal disorders,30.41,148.5
2020,Southeast Asia,Neonatal disorders,14.92,148.5
2020,Middle East,Neonatal disorders,9.99,148.5
2020,Africa,Neonatal disorders,33.7,148.5
2020,Latin America,Neonatal disorders,9.83,148.5
2020,Oceania,Neonatal disorders,1.55,148.5
2021,North America,Neonatal disorders,7.23,145.0
2021,Western Europe,Neonatal disorders,7.95,145.0
2021,Eastern Europe,Neonatal disorders,5.84,145.0
2021,China,Neonatal disorders,25.68,145.0
2021,India,Neonatal disorders,28.36,145.0
2021,Southeast Asia,Neonatal disorders,14.08,145.0
2021,Middle East,Neonatal disorders,10.1,145.0
2021,Africa,Neonatal disorders,31.29,145.0
2021,Latin America,Neonatal disorders,9.42,145.0
2021,Oceania,Neonatal disorders,1.53,145.0
2022,North America,Neonatal disorders,7.05,142.3
2022,Western Europe,Neonatal disorders,8.29,142.3
2022,Eastern Europe,Neonatal disorders,5.44,142.3
2022,China,Neonatal disorders,26.42,142.3
2022,India,Neonatal disorders,27.03,142.3
2022,Southeast Asia,Neonatal disorders,14.31,142.3
2022,Middle East,Neonatal disorders,9.73,142.3
2022,Africa,Neonatal disorders,30.66,142.3
2022,Latin America,Neonatal disorders,9.53,142.3
2022,Oceania,Neonatal disorders,1.39,142.3
2023,North America,Neonatal disorders,6.99,139.7
2023,Western Europe,Neonatal disorders,8.46,139.7
2023,Eastern Europe,Neonatal disorders,5.41,139.7
2023,China,Neonatal disorders,25.05,139.7
2023,India,Neonatal disorders,28.94,139.7
2023,Southeast Asia,Neonatal disorders,13.07,139.7
2023,Middle East,Neonatal disorders,9.77,139.7
2023,Africa,Neonatal disorders,29.58,139.7
2023,Latin America,Neonatal disorders,9.37,139.7
2023,Oceania,Neonatal disorders,1.41,139.7
2024,North America,Neonatal disorders,6.7,137.0
2024,Western Europe,Neonatal disorders,7.83,137.0
2024,Eastern Europe,Neonatal disorders,5.78,137.0
2024,China,Neonatal disorders,25.58,137.0
2024,India,Neonatal disorders,25.36,137.0
2024,Southeast Asia,Neonatal disorders,12.92,137.0
2024,Middle East,Neonatal disorders,9.82,137.0
2024,Africa,Neonatal disorders,29.8,137.0
2024,Latin America,Neonatal disorders,10.18,137.0
2024,Oceania,Neonatal disorders,1.4,137.0
2025,North America,Neonatal disorders,6.76,133.5
2025,Western Europe,Neonatal disorders,7.69,133.5
2025,Eastern Europe,Neonatal disorders,5.45,133.5
2025,China,Neonatal disorders,22.83,133.5
2025,India,Neonatal disorders,28.13,133.5
2025,Southeast Asia,Neonatal disorders,13.58,133.5
2025,Middle East,Neonatal disorders,9.04,133.5
2025,Africa,Neonatal disorders,30.33,133.5
2025,Latin America,Neonatal disorders,10.22,133.5
2025,Oceania,Neonatal disorders,1.32,133.5
2026,North America,Neonatal disorders,6.64,130.0
2026,Western Europe,Neonatal disorders,7.67,130.0
2026,Eastern Europe,Neonatal disorders,5.22,130.0
2026,China,Neonatal disorders,22.03,130.0
2026,India,Neonatal disorders,26.0,130.0
2026,Southeast Asia,Neonatal disorders,13.02,130.0
2026,Middle East,Neonatal disorders,9.78,130.0
2026,Africa,Neonatal disorders,26.62,130.0
2026,Latin America,Neonatal disorders,9.0,130.0
2026,Oceania,Neonatal disorders,1.37,130.0
2010,North America,Maternal disorders,0.28,28.0
2010,Western Europe,Maternal disorders,1.67,28.0
2010,Eastern Europe,Maternal disorders,1.08,28.0
2010,China,Maternal disorders,4.86,28.0
2010,India,Maternal disorders,5.21,28.0
2010,Southeast Asia,Maternal disorders,2.73,28.0
2010,Middle East,Maternal disorders,1.88,28.0
2010,Africa,Maternal disorders,15.47,28.0
2010,Latin America,Maternal disorders,1.9,28.0
2010,Oceania,Maternal disorders,0.27,28.0
2011,North America,Maternal disorders,0.26,26.8
2011,Western Europe,Maternal disorders,1.6,26.8
2011,Eastern Europe,Maternal disorders,1.05,26.8
2011,China,Maternal disorders,4.62,26.8
2011,India,Maternal disorders,5.38,26.8
2011,Southeast Asia,Maternal disorders,2.8,26.8
2011,Middle East,Maternal disorders,1.89,26.8
2011,Africa,Maternal disorders,14.38,26.8
2011,Latin America,Maternal disorders,1.87,26.8
2011,Oceania,Maternal disorders,0.25,26.8
2012,North America,Maternal disorders,0.25,25.6
2012,Western Europe,Maternal disorders,1.51,25.6
2012,Eastern Europe,Maternal disorders,0.99,25.6
2012,China,Maternal disorders,4.47,25.6
2012,India,Maternal disorders,5.04,25.6
2012,Southeast Asia,Maternal disorders,2.66,25.6
2012,Middle East,Maternal disorders,1.87,25.6
2012,Africa,Maternal disorders,13.57,25.6
2012,Latin America,Maternal disorders,1.76,25.6
2012,Oceania,Maternal disorders,0.25,25.6
2013,North America,Maternal disorders,0.25,24.4
2013,Western Europe,Maternal disorders,1.47,24.4
2013,Eastern Europe,Maternal disorders,0.98,24.4
2013,China,Maternal disorders,4.49,24.4
2013,India,Maternal disorders,4.76,24.4
2013,Southeast Asia,Maternal disorders,2.58,24.4
2013,Middle East,Maternal disorders,1.71,24.4
2013,Africa,Maternal disorders,12.97,24.4
2013,Latin America,Maternal disorders,1.69,24.4
2013,Oceania,Maternal disorders,0.26,24.4
2014,North America,Maternal disorders,0.23,23.2
2014,Western Europe,Maternal disorders,1.45,23.2
2014,Eastern Europe,Maternal disorders,0.91,23.2
2014,China,Maternal disorders,4.05,23.2
2014,India,Maternal disorders,4.76,23.2
2014,Southeast Asia,Maternal disorders,2.24,23.2
2014,Middle East,Maternal disorders,1.68,23.2
2014,Africa,Maternal disorders,12.94,23.2
2014,Latin America,Maternal disorders,1.57,23.2
2014,Oceania,Maternal disorders,0.23,23.2
2015,North America,Maternal disorders,0.22,22.0
2015,Western Europe,Maternal disorders,1.34,22.0
2015,Eastern Europe,Maternal disorders,0.95,22.0
2015,China,Maternal disorders,3.9,22.0
2015,India,Maternal disorders,4.49,22.0
2015,Southeast Asia,Maternal disorders,2.2,22.0
2015,Middle East,Maternal disorders,1.54,22.0
2015,Africa,Maternal disorders,12.02,22.0
2015,Latin America,Maternal disorders,1.49,22.0
2015,Oceania,Maternal disorders,0.22,22.0
2016,North America,Maternal disorders,0.21,21.2
2016,Western Europe,Maternal disorders,1.23,21.2
2016,Eastern Europe,Maternal disorders,0.89,21.2
2016,China,Maternal disorders,3.84,21.2
2016,India,Maternal disorders,4.21,21.2
2016,Southeast Asia,Maternal disorders,2.24,21.2
2016,Middle East,Maternal disorders,1.38,21.2
2016,Africa,Maternal disorders,12.3,21.2
2016,Latin America,Maternal disorders,1.44,21.2
2016,Oceania,Maternal disorders,0.21,21.2
2017,North America,Maternal disorders,0.2,20.5
2017,Western Europe,Maternal disorders,1.19,20.5
2017,Eastern Europe,Maternal disorders,0.86,20.5
2017,China,Maternal disorders,3.97,20.5
2017,India,Maternal disorders,4.06,20.5
2017,Southeast Asia,Maternal disorders,2.08,20.5
2017,Middle East,Maternal disorders,1.44,20.5
2017,Africa,Maternal disorders,12.08,20.5
2017,Latin America,Maternal disorders,1.32,20.5
2017,Oceania,Maternal disorders,0.21,20.5
2018,North America,Maternal disorders,0.19,19.8
2018,Western Europe,Maternal disorders,1.08,19.8
2018,Eastern Europe,Maternal disorders,0.78,19.8
2018,China,Maternal disorders,3.83,19.8
2018,India,Maternal disorders,3.85,19.8
2018,Southeast Asia,Maternal disorders,2.04,19.8
2018,Middle East,Maternal disorders,1.45,19.8
2018,Africa,Maternal disorders,10.86,19.8
2018,Latin America,Maternal disorders,1.39,19.8
2018,Oceania,Maternal disorders,0.18,19.8
2019,North America,Maternal disorders,0.18,19.0
2019,Western Europe,Maternal disorders,1.18,19.0
2019,Eastern Europe,Maternal disorders,0.76,19.0
2019,China,Maternal disorders,3.47,19.0
2019,India,Maternal disorders,3.82,19.0
2019,Southeast Asia,Maternal disorders,2.07,19.0
2019,Middle East,Maternal disorders,1.31,19.0
2019,Africa,Maternal disorders,11.14,19.0
2019,Latin America,Maternal disorders,1.34,19.0
2019,Oceania,Maternal disorders,0.2,19.0
2020,North America,Maternal disorders,0.18,18.5
2020,Western Europe,Maternal disorders,1.12,18.5
2020,Eastern Europe,Maternal disorders,0.73,18.5
2020,China,Maternal disorders,3.35,18.5
2020,India,Maternal disorders,3.89,18.5
2020,Southeast Asia,Maternal disorders,1.88,18.5
2020,Middle East,Maternal disorders,1.36,18.5
2020,Africa,Maternal disorders,9.91,18.5
2020,Latin America,Maternal disorders,1.25,18.5
2020,Oceania,Maternal disorders,0.19,18.5
2021,North America,Maternal disorders,0.18,18.0
2021,Western Europe,Maternal disorders,1.07,18.0
2021,Eastern Europe,Maternal disorders,0.69,18.0
2021,China,Maternal disorders,3.4,18.0
2021,India,Maternal disorders,3.55,18.0
2021,Southeast Asia,Maternal disorders,1.91,18.0
2021,Middle East,Maternal disorders,1.26,18.0
2021,Africa,Maternal disorders,10.16,18.0
2021,Latin America,Maternal disorders,1.29,18.0
2021,Oceania,Maternal disorders,0.17,18.0
2022,North America,Maternal disorders,0.18,17.3
2022,Western Europe,Maternal disorders,1.12,17.3
2022,Eastern Europe,Maternal disorders,0.7,17.3
2022,China,Maternal disorders,3.23,17.3
2022,India,Maternal disorders,3.56,17.3
2022,Southeast Asia,Maternal disorders,1.75,17.3
2022,Middle East,Maternal disorders,1.22,17.3
2022,Africa,Maternal disorders,9.74,17.3
2022,Latin America,Maternal disorders,1.25,17.3
2022,Oceania,Maternal disorders,0.16,17.3
2023,North America,Maternal disorders,0.17,16.7
2023,Western Europe,Maternal disorders,0.99,16.7
2023,Eastern Europe,Maternal disorders,0.66,16.7
2023,China,Maternal disorders,3.16,16.7
2023,India,Maternal disorders,3.24,16.7
2023,Southeast Asia,Maternal disorders,1.58,16.7
2023,Middle East,Maternal disorders,1.2,16.7
2023,Africa,Maternal disorders,8.66,16.7
2023,Latin America,Maternal disorders,1.08,16.7
2023,Oceania,Maternal disorders,0.17,16.7
2024,North America,Maternal disorders,0.16,16.0
2024,Western Europe,Maternal disorders,0.98,16.0
2024,Eastern Europe,Maternal disorders,0.63,16.0
2024,China,Maternal disorders,2.72,16.0
2024,India,Maternal disorders,3.05,16.0
2024,Southeast Asia,Maternal disorders,1.58,16.0
2024,Middle East,Maternal disorders,1.06,16.0
2024,Africa,Maternal disorders,8.91,16.0
2024,Latin America,Maternal disorders,1.1,16.0
2024,Oceania,Maternal disorders,0.16,16.0
2025,North America,Maternal disorders,0.16,15.5
2025,Western Europe,Maternal disorders,0.94,15.5
2025,Eastern Europe,Maternal disorders,0.63,15.5
2025,China,Maternal disorders,2.75,15.5
2025,India,Maternal disorders,3.12,15.5
2025,Southeast Asia,Maternal disorders,1.56,15.5
2025,Middle East,Maternal disorders,0.98,15.5
2025,Africa,Maternal disorders,8.75,15.5
2025,Latin America,Maternal disorders,1.09,15.5
2025,Oceania,Maternal disorders,0.16,15.5
2026,North America,Maternal disorders,0.14,15.0
2026,Western Europe,Maternal disorders,0.89,15.0
2026,Eastern Europe,Maternal disorders,0.57,15.0
2026,China,Maternal disorders,2.78,15.0
2026,India,Maternal disorders,2.84,15.0
2026,Southeast Asia,Maternal disorders,1.45,15.0
2026,Middle East,Maternal disorders,1.07,15.0
2026,Africa,Maternal disorders,8.04,15.0
2026,Latin America,Maternal disorders,1.01,15.0
2026,Oceania,Maternal disorders,0.16,15.0
2010,North America,Road injuries,4.15,80.0
2010,Western Europe,Road injuries,4.94,80.0
2010,Eastern Europe,Road injuries,3.31,80.0
2010,China,Road injuries,14.27,80.0
2010,India,Road injuries,15.87,80.0
2010,Southeast Asia,Road injuries,7.8,80.0
2010,Middle East,Road injuries,5.64,80.0
2010,Africa,Road injuries,17.23,80.0
2010,Latin America,Road injuries,5.5,80.0
2010,Oceania,Road injuries,0.82,80.0
2011,North America,Road injuries,4.14,79.0
2011,Western Europe,Road injuries,4.82,79.0
2011,Eastern Europe,Road injuries,3.4,79.0
2011,China,Road injuries,13.82,79.0
2011,India,Road injuries,14.68,79.0
2011,Southeast Asia,Road injuries,8.13,79.0
2011,Middle East,Road injuries,5.36,79.0
2011,Africa,Road injuries,17.19,79.0
2011,Latin America,Road injuries,5.15,79.0
2011,Oceania,Road injuries,0.76,79.0
2012,North America,Road injuries,3.67,78.0
2012,Western Europe,Road injuries,4.6,78.0
2012,Eastern Europe,Road injuries,3.07,78.0
2012,China,Road injuries,14.09,78.0
2012,India,Road injuries,16.39,78.0
2012,Southeast Asia,Road injuries,8.01,78.0
2012,Middle East,Road injuries,5.12,78.0
2012,Africa,Road injuries,17.58,78.0
2012,Latin America,Road injuries,5.48,78.0
2012,Oceania,Road injuries,0.78,78.0
2013,North America,Road injuries,3.85,77.0
2013,Western Europe,Road injuries,4.66,77.0
2013,Eastern Europe,Road injuries,3.0,77.0
2013,China,Road injuries,13.76,77.0
2013,India,Road injuries,16.15,77.0
2013,Southeast Asia,Road injuries,7.49,77.0
2013,Middle East,Road injuries,5.17,77.0
2013,Africa,Road injuries,16.9,77.0
2013,Latin America,Road injuries,5.15,77.0
2013,Oceania,Road injuries,0.72,77.0
2014,North America,Road injuries,3.75,76.0
2014,Western Europe,Road injuries,4.83,76.0
2014,Eastern Europe,Road injuries,3.04,76.0
2014,China,Road injuries,13.78,76.0
2014,India,Road injuries,13.96,76.0
2014,Southeast Asia,Road injuries,7.73,76.0
2014,Middle East,Road injuries,5.34,76.0
2014,Africa,Road injuries,16.28,76.0
2014,Latin America,Road injuries,5.36,76.0
2014,Oceania,Road injuries,0.77,76.0
2015,North America,Road injuries,3.59,75.0
2015,Western Europe,Road injuries,4.56,75.0
2015,Eastern Europe,Road injuries,3.15,75.0
2015,China,Road injuries,13.38,75.0
2015,India,Road injuries,14.49,75.0
2015,Southeast Asia,Road injuries,7.45,75.0
2015,Middle East,Road injuries,5.43,75.0
2015,Africa,Road injuries,15.71,75.0
2015,Latin America,Road injuries,5.37,75.0
2015,Oceania,Road injuries,0.73,75.0
2016,North America,Road injuries,3.76,74.5
2016,Western Europe,Road injuries,4.37,74.5
2016,Eastern Europe,Road injuries,2.91,74.5
2016,China,Road injuries,14.25,74.5
2016,India,Road injuries,14.08,74.5
2016,Southeast Asia,Road injuries,7.6,74.5
2016,Middle East,Road injuries,5.59,74.5
2016,Africa,Road injuries,16.85,74.5
2016,Latin America,Road injuries,4.94,74.5
